Date,Open,High,Low,Close,Adj Close,Volume
2022-12-22,80.940002,81.169998,79.430000,80.489998,79.575653,8181400
2022-12-23,80.510002,80.900002,79.989998,80.849998,79.931564,4129100
2022-12-27,80.879997,81.470001,80.610001,80.980003,80.060089,4290700
2022-12-28,81.089996,81.639999,80.190002,80.330002,79.417473,3794000
2022-12-29,80.970001,81.800003,80.699997,81.400002,80.475319,3867800
2022-12-30,81.129997,81.930000,80.760002,81.739998,80.811447,5375700
2023-01-03,82.470001,83.839996,82.260002,83.720001,82.768967,8997500
2023-01-04,84.199997,85.169998,83.639999,84.480003,83.520325,7836200
2023-01-05,85.000000,85.400002,83.220001,84.309998,83.352249,7643800
2023-01-06,84.739998,86.339996,83.820000,85.660004,84.686920,8641600
2023-01-09,86.839996,87.589996,86.160004,86.419998,85.758652,7519700
2023-01-10,85.639999,86.610001,85.570000,86.500000,85.838043,5703300
2023-01-11,87.370003,88.660004,87.089996,88.599998,87.921967,8359700
2023-01-12,88.699997,89.199997,88.169998,88.779999,88.100594,6071100
2023-01-13,87.949997,89.470001,87.660004,89.199997,88.517380,5090800
2023-01-17,89.190002,89.440002,88.430000,88.599998,87.921967,6550400
2023-01-18,88.599998,88.629997,86.599998,86.709999,86.046440,6397700
2023-01-19,86.400002,86.989998,85.260002,85.940002,85.282333,5597000
2023-01-20,86.029999,87.379997,85.500000,87.250000,86.582306,5567300
2023-01-23,87.190002,89.129997,86.970001,88.970001,88.289139,7390200
2023-01-24,89.050003,90.099998,88.000000,89.699997,89.013550,7004600
2023-01-25,88.699997,89.860001,87.739998,89.639999,88.954018,5896800
2023-01-26,89.889999,90.489998,89.089996,89.830002,89.142563,7302800
2023-01-27,89.500000,89.720001,88.959999,88.989998,88.308983,5676800
2023-01-30,88.470001,88.620003,86.989998,87.349998,86.681541,6255300
2023-01-31,87.690002,88.480003,87.349998,88.459999,87.783043,6200400
2023-02-01,88.370003,90.650002,88.209999,90.050003,89.360878,6141300
2023-02-02,90.660004,91.220001,88.949997,89.379997,88.695999,8269200
2023-02-03,88.470001,90.260002,88.269997,89.620003,88.934174,5671800
2023-02-06,89.510002,89.610001,88.400002,88.529999,87.852509,4097200
2023-02-07,87.870003,88.019997,86.300003,87.739998,87.068558,9226000
2023-02-08,86.930000,87.919998,86.510002,86.690002,86.026588,7624400
2023-02-09,87.139999,87.900002,86.330002,86.650002,85.986893,4960300
2023-02-10,86.529999,87.379997,86.339996,87.139999,86.473152,5318400
2023-02-13,87.279999,89.449997,87.199997,89.419998,88.735695,5560900
2023-02-14,89.000000,89.410004,87.709999,89.089996,88.408226,7484800
2023-02-15,88.849998,89.209999,88.029999,88.339996,87.663963,4329900
2023-02-16,87.459999,88.269997,87.010002,87.720001,87.048706,5942500
2023-02-17,87.199997,87.430000,86.510002,87.279999,86.612076,6398400
2023-02-21,86.760002,86.940002,86.150002,86.199997,85.540337,5260300
2023-02-22,86.680000,87.180000,85.980003,86.320000,85.659424,5840100
2023-02-23,87.150002,89.480003,87.059998,88.580002,87.902122,8637100
2023-02-24,87.309998,88.889999,87.139999,88.660004,87.981522,7659200
2023-02-27,88.860001,88.970001,87.360001,87.959999,87.286865,6748800
2023-02-28,87.699997,88.010002,87.180000,87.400002,86.731155,7468000
2023-03-01,86.900002,87.209999,85.989998,86.339996,85.679268,5119800
2023-03-02,86.059998,87.279999,85.870003,86.970001,86.304443,5293600
2023-03-03,87.320000,89.290001,87.080002,89.250000,88.567001,5498500
2023-03-06,89.410004,90.669998,89.150002,89.739998,89.053246,7424800
2023-03-07,89.580002,90.080002,88.050003,88.360001,87.683815,5382400
2023-03-08,88.400002,89.089996,88.150002,88.489998,87.812820,5159200
2023-03-09,88.330002,89.639999,86.529999,86.870003,86.205215,10572300
2023-03-10,84.410004,85.250000,82.879997,84.070000,83.426643,16029300
2023-03-13,83.320000,85.529999,82.040001,84.930000,84.280060,10299800
2023-03-14,85.930000,85.930000,83.430000,84.559998,83.912888,8732200
2023-03-15,83.080002,83.370003,82.120003,82.980003,82.344986,11463000
2023-03-16,82.919998,85.110001,82.080002,84.820000,84.170906,10148100
2023-03-17,85.000000,85.980003,84.610001,85.260002,84.607536,13065800
2023-03-20,85.279999,87.510002,85.250000,86.959999,86.294525,9177300
2023-03-21,87.489998,87.849998,86.660004,87.580002,86.909782,6683700
2023-03-22,87.540001,89.160004,87.440002,87.900002,87.227333,7233700
2023-03-23,88.650002,89.639999,87.639999,87.779999,87.108253,10747100
2023-03-24,87.980003,88.480003,87.510002,88.010002,87.336494,5852100
2023-03-27,88.620003,90.500000,88.550003,90.139999,89.450188,8170100
2023-03-28,90.220001,90.879997,89.480003,89.849998,89.162407,6378900
2023-03-29,90.129997,90.660004,89.809998,90.620003,89.926514,5233600
2023-03-30,90.849998,91.180000,89.709999,90.510002,89.817360,5640700
2023-03-31,90.559998,93.000000,90.410004,92.919998,92.208908,10476300
2023-04-03,92.379997,94.000000,92.089996,93.919998,93.201263,8410900
2023-04-04,93.849998,94.019997,92.930000,94.000000,93.280647,6651500
2023-04-05,93.620003,95.110001,93.480003,94.889999,94.163834,7478800
2023-04-06,94.330002,96.080002,93.989998,95.919998,95.185951,9146200
2023-04-10,94.680000,95.110001,93.550003,93.760002,93.432114,8681500
2023-04-11,93.459999,94.129997,93.199997,93.970001,93.641380,8196000
2023-04-12,94.379997,95.320000,93.599998,93.900002,93.571625,8040300
2023-04-13,94.180000,95.750000,93.940002,95.550003,95.215851,6240200
2023-04-14,95.500000,95.989998,94.680000,95.709999,95.375290,6485100
2023-04-17,95.639999,95.989998,95.309998,95.589996,95.255707,4772400
2023-04-18,96.000000,96.739998,95.769997,96.470001,96.132637,7219400
2023-04-19,95.589996,96.470001,95.589996,95.809998,95.474937,4766200
2023-04-20,96.000000,96.150002,94.599998,94.830002,94.498367,5815500
2023-04-21,95.010002,95.309998,94.260002,95.150002,94.817253,7335800
2023-04-24,95.339996,96.080002,94.970001,95.440002,95.106239,4901700
2023-04-25,95.139999,95.699997,94.019997,94.059998,93.731056,5768800
2023-04-26,93.750000,94.809998,93.339996,93.709999,93.382286,6395500
2023-04-27,94.309998,95.089996,93.290001,95.040001,94.707634,5615700
2023-04-28,94.269997,95.400002,94.239998,94.720001,94.388756,8498500
2023-05-01,94.800003,95.730003,94.699997,94.870003,94.538231,5459800
2023-05-02,94.930000,95.239998,93.849998,94.800003,94.468475,5995100
2023-05-03,95.070000,95.419998,94.540001,94.779999,94.448540,6744800
2023-05-04,94.980003,95.120003,94.410004,94.970001,94.637878,5038200
2023-05-05,95.000000,97.309998,94.830002,96.970001,96.630882,8062700
2023-05-08,97.080002,97.279999,96.440002,96.790001,96.451515,5314800
2023-05-09,96.199997,96.889999,96.099998,96.139999,95.803787,6333500
2023-05-10,96.790001,97.680000,96.260002,97.519997,97.178955,5935300
2023-05-11,97.540001,97.629997,96.339996,97.440002,97.099243,5144500
2023-05-12,97.610001,97.919998,96.930000,97.849998,97.507805,4994700
2023-05-15,97.870003,97.959999,97.050003,97.260002,96.919868,4443700
2023-05-16,97.169998,98.849998,96.919998,98.250000,97.906410,6896500
2023-05-17,98.779999,100.400002,98.430000,99.769997,99.421089,9436000
2023-05-18,99.769997,102.459999,99.730003,102.339996,101.982101,10005700
2023-05-19,102.389999,103.070000,101.919998,102.839996,102.480354,8558900
2023-05-22,102.480003,103.099998,101.730003,101.769997,101.414093,5890500
2023-05-23,101.070000,101.430000,98.470001,98.540001,98.195396,10047300
2023-05-24,97.949997,98.879997,97.290001,98.320000,97.976166,6815900
2023-05-25,99.199997,104.660004,98.769997,104.290001,103.925285,16729600
2023-05-26,104.349998,106.230003,104.029999,104.080002,103.716019,13994100
2023-05-30,104.900002,105.980003,104.190002,105.150002,104.782280,10296700
2023-05-31,104.470001,106.489998,104.150002,105.940002,105.569519,13713500
2023-06-01,104.879997,106.610001,104.779999,105.989998,105.619339,7835900
2023-06-02,106.519997,106.769997,105.750000,105.889999,105.519691,8651600
2023-06-05,105.889999,107.599998,105.529999,106.930000,106.556053,7442000
2023-06-06,106.809998,107.489998,106.150002,107.099998,106.725456,7023000
2023-06-07,107.139999,108.370003,104.839996,105.250000,104.881927,9842500
2023-06-08,105.669998,107.790001,105.349998,107.480003,107.104134,9526700
2023-06-09,107.699997,110.150002,107.410004,109.849998,109.465843,12580100
2023-06-12,114.339996,117.510002,114.339996,116.430000,116.022827,39081500
2023-06-13,123.320000,123.989998,116.019997,116.680000,116.271957,39190900
2023-06-14,116.500000,122.510002,115.739998,122.269997,121.842400,26264200
2023-06-15,121.949997,127.540001,121.660004,126.550003,126.107445,27476700
2023-06-16,127.139999,127.400002,125.150002,125.459999,125.021248,19511500
2023-06-20,124.449997,125.250000,121.959999,122.040001,121.613213,16273000
2023-06-21,121.949997,123.360001,120.360001,122.099998,121.672997,17583000
2023-06-22,121.610001,122.589996,120.070000,120.580002,120.158318,12203400
2023-06-23,119.589996,119.900002,118.139999,118.639999,118.225098,19731600
2023-06-26,117.989998,119.430000,116.699997,116.779999,116.371605,8987000
2023-06-27,116.570000,118.459999,116.260002,117.839996,117.427895,6970400
2023-06-28,116.779999,118.620003,116.389999,116.529999,116.122482,9240500
2023-06-29,115.650002,117.800003,114.629997,117.779999,117.368111,9234300
2023-06-30,119.839996,121.730003,119.029999,119.089996,118.673523,13700600
2023-07-03,118.010002,118.250000,116.830002,117.150002,116.740311,4284700
2023-07-05,116.519997,117.010002,115.410004,115.959999,115.554474,8466500
2023-07-06,114.669998,115.809998,114.639999,115.449997,115.046257,7982800
2023-07-07,114.839996,115.980003,114.489998,114.610001,114.209198,7000800
2023-07-10,114.279999,115.029999,113.660004,114.379997,113.979996,6931000
2023-07-11,114.199997,115.000000,113.430000,114.879997,114.879997,6118600
2023-07-12,115.669998,118.089996,115.639999,116.019997,116.019997,11011600
2023-07-13,117.089996,118.580002,116.760002,117.449997,117.449997,9359600
2023-07-14,118.180000,119.970001,117.680000,119.269997,119.269997,7720900
2023-07-17,118.849998,119.970001,118.250000,118.889999,118.889999,6735900
2023-07-18,118.779999,121.290001,117.809998,120.769997,120.769997,8906700
2023-07-19,120.820000,121.360001,118.419998,118.690002,118.690002,7609000
2023-07-20,117.489998,119.050003,115.230003,115.879997,115.879997,12913000
2023-07-21,116.489998,119.269997,116.209999,117.650002,117.650002,9157300
2023-07-24,117.940002,118.540001,116.730003,118.070000,118.070000,6200400
2023-07-25,117.980003,118.510002,116.809998,117.949997,117.949997,6266300
2023-07-26,117.419998,117.620003,115.000000,115.500000,115.500000,8160000
2023-07-27,117.550003,117.599998,115.639999,116.400002,116.400002,7843000
2023-07-28,116.680000,117.300003,115.650002,115.989998,115.989998,6910400
2023-07-31,116.430000,117.239998,115.830002,117.230003,117.230003,6703100
2023-08-01,116.919998,118.040001,116.480003,117.910004,117.910004,5246000
2023-08-02,116.919998,116.980003,114.320000,115.709999,115.709999,6387800
2023-08-03,115.239998,116.169998,114.260002,114.550003,114.550003,5193800
2023-08-04,115.339996,116.400002,114.260002,114.440002,114.440002,5577500
2023-08-07,115.470001,116.379997,115.070000,116.099998,116.099998,7347000
2023-08-08,115.040001,115.610001,114.220001,115.230003,115.230003,4694800
2023-08-09,115.339996,115.709999,112.330002,113.099998,113.099998,6542400
2023-08-10,113.779999,115.089996,112.480003,112.989998,112.989998,6004100
2023-08-11,112.389999,113.480003,111.129997,113.059998,113.059998,5286300
2023-08-14,113.180000,115.809998,113.150002,115.570000,115.570000,6494200
2023-08-15,115.449997,118.059998,114.839996,117.290001,117.290001,10412200
2023-08-16,117.160004,117.809998,115.269997,115.339996,115.339996,5722000
2023-08-17,115.739998,116.779999,114.360001,114.879997,114.879997,6183900
2023-08-18,114.500000,116.989998,113.949997,116.459999,116.459999,9411600
2023-08-21,116.900002,117.349998,115.190002,116.589996,116.589996,5811200
2023-08-22,117.510002,117.680000,115.730003,116.540001,116.540001,4961100
2023-08-23,117.099998,120.449997,112.110001,117.839996,117.839996,16517300
2023-08-24,119.680000,119.730003,112.410004,112.910004,112.910004,11995900
2023-08-25,112.910004,116.150002,112.739998,116.059998,116.059998,8758100
2023-08-28,116.370003,117.709999,115.699997,116.839996,116.839996,4514800
2023-08-29,120.949997,121.209999,118.529999,120.650002,120.650002,11920500
2023-08-30,120.720001,121.739998,120.150002,121.120003,121.120003,5601800
2023-08-31,121.000000,121.980003,120.120003,120.389999,120.389999,9109800
2023-09-01,121.010002,121.690002,120.089996,120.930000,120.930000,6189900
2023-09-05,122.440002,124.279999,121.180000,123.980003,123.980003,11089600
2023-09-06,123.059998,124.580002,122.730003,124.330002,124.330002,8728500
2023-09-07,123.830002,125.959999,122.589996,125.089996,125.089996,11864400
2023-09-08,124.800003,126.690002,124.349998,126.320000,126.320000,10595500
2023-09-11,127.019997,127.419998,124.720001,126.709999,126.709999,22155600
2023-09-12,112.080002,113.300003,107.300003,109.610001,109.610001,68605700
2023-09-13,108.320000,112.940002,108.199997,111.839996,111.839996,27171000
2023-09-14,113.500000,115.139999,111.949997,113.660004,113.660004,19849700
2023-09-15,114.190002,115.199997,112.500000,113.910004,113.910004,23209500
2023-09-18,113.419998,114.470001,111.580002,112.209999,112.209999,11744100
2023-09-19,112.480003,113.739998,111.709999,112.769997,112.769997,9536100
2023-09-20,112.809998,114.699997,112.459999,112.870003,112.870003,8777100
2023-09-21,111.510002,112.500000,109.330002,109.430000,109.430000,12645800
2023-09-22,109.989998,110.599998,108.510002,109.029999,109.029999,11150000
2023-09-25,108.449997,108.650002,107.500000,108.300003,108.300003,8410000
2023-09-26,107.139999,107.400002,104.309998,104.879997,104.879997,13209000
2023-09-27,105.000000,105.279999,103.349998,104.620003,104.620003,8916400
2023-09-28,104.029999,106.599998,103.269997,106.150002,106.150002,7373600
2023-09-29,107.110001,107.370003,105.379997,105.919998,105.919998,7296100
2023-10-02,105.809998,106.730003,105.290001,106.709999,106.709999,5963500
2023-10-03,106.419998,106.500000,103.540001,104.519997,104.519997,8779300
